SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	SEX	HAIR	HL
0100C23E	0300C23E	TestBruceItems	Bruce	M	0Theo	0TheoHL
0100C51A	0300C51A	TG08MothPriestMaleGuard01	Blind Moth Priest	M	0Victor	0VictorHL
0100C57C	0300C57C	MQ14DremoraMelee1	Dremora Feydnaz	M	0TheTruth	0TheTruthHL
010105E4	030105E4	TestToddWoman15	Woman 15	F	0Lamb	0LambHL
01011F9E	03011F9E	SE02OrcCaptain	Orc Adventurer Captain	M	0Theo	0TheoHL
01011F9F	03011F9F	SEDredhwen	Dredhwen	F	0Leona	0LeonaHL
01011FA0	03011FA0	SEFelasSarandas	Felas Sarandas	M	0Victor	0VictorHL
01011FA1	03011FA1	SEJayredIceVeins	Jayred Ice-Veins	M	0Victor	0VictorHL
01011FA2	03011FA2	SERelmynaVerenim	Relmyna Verenim	F	0Lamb	0LambHL
01011FA3	03011FA3	SEShelden	Shelden	M	0Victor	0VictorHL
01011FC5	03011FC5	SEGoldenSaintFemaleMelee	Golden Saint	F	0Lenore	0LenoreHL
01011FCC	03011FCC	SEGoldenSaintFemaleMissile	Golden Saint Archer	F	0Koala	0KoalaHL
01011FD3	03011FD3	SEDarkSeducerFemaleMelee	Dark Seducer	F	0Laurell	0LaurellHL
01011FD4	03011FD4	SEDarkSeducerFemaleMissile	Dark Seducer Archer	F	0Laurell	0LaurellHL
0101207A	0301207A	SEAmiableFanriene	Amiable Fanriene	M	0RedRobin	0RedRobinHL
0101207B	0301207B	SE32Althel	Althel's Ghost	F	0Laurell	0LaurellHL
0101207C	0301207C	SEAtrabhiMania	Atrabhi	F	0Lenore	0LenoreHL
0101207D	0301207D	SEBigHead	Big Head	M	0Theo	0TheoHL
0101207E	0301207E	SECutter	Cutter	F	0Lenore	0LenoreHL
0101207F	0301207F	SE32DesideratusAnnius	Desideratus Annius' Ghost	M	0Victor	0VictorHL
01012080	03012080	SEHalion	Halion	M	0Theo	0TheoHL
01012081	03012081	SE32HlovalDreth	Hloval Dreth's Ghost	M	0TheTruth	0TheTruthHL
01012082	03012082	SEJzidzoMania	J'zidzo	M	0Victor	0VictorHL
01012083	03012083	SEJastiraNanusMania	Jastira Nanus	F	0Lamb	0LambHL
01012084	03012084	SEOrinthal	Orinthal	M	0TheTruth	0TheTruthHL
01012086	03012086	SERavenBiter	Raven Biter	M	0RedRobin	0RedRobinHL
01012087	03012087	SERendilDrarara	Rendil Drarara	M	0RedRobin	0RedRobinHL
01012088	03012088	SESheerMeedish	Sheer Meedish	F	0Koala	0KoalaHL
01012089	03012089	SETallTreesFalling	Tall-Trees-Falling	F	0Koala	0KoalaHL
0101208A	0301208A	SETilseAreleth	Tilse Areleth	F	0Lenore	0LenoreHL
0101208B	0301208B	SEToveTheUnrestful	Tove the Unrestful	M	0Victor	0VictorHL
0101208C	0301208C	SEUrulGoAgamphMania	Urul gro-Agamph	M	0TheTruth	0TheTruthHL
0101208D	0301208D	SEZoeMalene	Zoe Malene	F	0Leona	0LeonaHL
01012092	03012092	SEUlfri	Grakedrig Ulfri	F	0Leona	0LeonaHL
010120D6	030120D6	SE32CountCirion	Count Cirion's Ghost	M	0TheTruth	0TheTruthHL
010120DB	030120DB	SE32BatGroOrkul	Bat gro-Orkul's Ghost	M	0Victor	0VictorHL
010120E0	030120E0	SE32Fanatic1	Ghost Fanatic	M	0Theo	0TheoHL
010120E1	030120E1	SE32Fanatic2	Ghost Fanatic	M	0RedRobin	0RedRobinHL
010120E2	030120E2	SE32Fanatic3	Ghost Fanatic	M	0Victor	0VictorHL
010120E4	030120E4	SE32Fanatic4Boss	Devoted Ghost Fanatic	M	0RedRobin	0RedRobinHL
010120EC	030120EC	SEKaneh	Aurmazl Kaneh	F	0Lenore	0LenoreHL
010120ED	030120ED	SEMirel	Mirel	M	0RedRobin	0RedRobinHL
010120F2	030120F2	SE06GoldenSaint01	Golden Saint	F	0Laurell	0LaurellHL
010120FD	030120FD	SE32VitharnSoldier01	Vitharn Ghost Soldier	M	0TheTruth	0TheTruthHL
01012106	03012106	SEThadon	Thadon	M	0RedRobin	0RedRobinHL
01012107	03012107	SESyl	Syl	F	0Lamb	0LambHL
01012108	03012108	SEKithlan	Kithlan	M	0TheTruth	0TheTruthHL
01012109	03012109	SEWideEye	Wide-Eye	F	0Lenore	0LenoreHL
01012D41	03012D41	SENanetteDon	Nanette Don	F	0Laurell	0LaurellHL
010133BE	030133BE	SE01GaiusPrentus	Gaius Prentus	M	0RedRobin	0RedRobinHL
010133C0	030133C0	SEHaskill	Haskill	M	0Victor	0VictorHL
010134DD	030134DD	SEOrderPriest1	Priest of Order	M	0Theo	0TheoHL
0101358C	0301358C	SEOrderPriest2	Priest of Order	M	0TheTruth	0TheTruthHL
0101359D	0301359D	SEHerdir	Herdir	M	0RedRobin	0RedRobinHL
010135B6	030135B6	SEDyus	Dyus	M	0RedRobin	0RedRobinHL
010135B7	030135B7	SE11Ciirta	Ciirta	F	0Koala	0KoalaHL
01013623	03013623	SEBrevi	Brevi	F	0Lamb	0LambHL
0101362C	0301362C	SEAnyaHerrick	Anya Herrick	F	0Laurell	0LaurellHL
0101362D	0301362D	SEArctus	Arctus	M	0RedRobin	0RedRobinHL
0101362E	0301362E	SEDervenin	Dervenin	M	0RedRobin	0RedRobinHL
0101362F	0301362F	SEGundlar	Gundlar	M	0RedRobin	0RedRobinHL
01013640	03013640	SESheogorath	Sheogorath	M	0RedRobin	0RedRobinHL
01013BC5	03013BC5	SEMuurine	Muurine	F	0Lamb	0LambHL
01013BC7	03013BC7	SENelrene	Nelrene	F	0Koala	0KoalaHL
0101445A	0301445A	SEKnightOfOrder4	Knight of Order	M	0Theo	0TheoHL
0101445B	0301445B	SEKnightOfOrder3	Knight of Order	M	0RedRobin	0RedRobinHL
0101445C	0301445C	SEKnightOfOrder2	Knight of Order	M	0Theo	0TheoHL
01014653	03014653	GrayFox	The Gray Fox	M	0Victor	0VictorHL
0101466D	0301466D	KvatchCastleWallDremoraArcher	Dremora Archer	M	0Victor	0VictorHL
01014674	03014674	IrlavJarolDead	Irlav Jarol	M	0Victor	0VictorHL
01014686	03014686	KvatchCastleWallDremoraArcherDead	Dremora Archer	M	0RedRobin	0RedRobinHL
01014692	03014692	Dremora0ChurlMissile1	Dremora Churl	M	0Victor	0VictorHL
01014693	03014693	Dremora0ChurlMissile2	Dremora Churl	M	0Victor	0VictorHL
01014694	03014694	Dremora0ChurlMissile3	Dremora Churl	M	0Theo	0TheoHL
01014696	03014696	Dremora1CaitiffMissile1	Dremora Caitiff	M	0TheTruth	0TheTruthHL
01014697	03014697	Dremora1CaitiffMissile2	Dremora Caitiff	M	0Victor	0VictorHL
01014698	03014698	Dremora1CaitiffMissile3	Dremora Caitiff	M	0TheTruth	0TheTruthHL
01014699	03014699	Ocato	High Chancellor Ocato	M	0RedRobin	0RedRobinHL
010146B5	030146B5	Dremora2KynvalMissile1	Dremora Kynval	M	0TheTruth	0TheTruthHL
010146B6	030146B6	Dremora2KynvalMissile2	Dremora Kynval	M	0TheTruth	0TheTruthHL
010146B7	030146B7	Dremora2KynvalMissile3	Dremora Kynval	M	0TheTruth	0TheTruthHL
010146B8	030146B8	Dremora3KynreeveMissile1	Dremora Kynreeve	M	0Victor	0VictorHL
010146B9	030146B9	Dremora3KynreeveMissile2	Dremora Kynreeve	M	0Victor	0VictorHL
010146BC	030146BC	Dremora3KynreeveMissile3	Dremora Kynreeve	M	0Theo	0TheoHL
010146BD	030146BD	Dremora4KynmarcherMissile1	Dremora Kynmarcher	M	0TheTruth	0TheTruthHL
010146BE	030146BE	Dremora4KynmarcherMissile2	Dremora Kynmarcher	M	0Victor	0VictorHL
010146BF	030146BF	Dremora4KynmarcherMissile3	Dremora Kynmarcher	M	0Victor	0VictorHL
010146C0	030146C0	Dremora5MarkynazMissile1	Dremora Markynaz	M	0RedRobin	0RedRobinHL
010146C1	030146C1	Dremora5MarkynazMissile2	Dremora Markynaz	M	0RedRobin	0RedRobinHL
010146C5	030146C5	Dremora5MarkynazMissile3	Dremora Markynaz	F	0Koala	0KoalaHL
010146C9	030146C9	Dremora6ValkynazMissile1	Dremora Valkynaz	M	0RedRobin	0RedRobinHL
010146CB	030146CB	Dremora6ValkynazMissile2	Dremora Valkynaz	M	0TheTruth	0TheTruthHL
010146CC	030146CC	Dremora6ValkynazMissile3	Dremora Valkynaz	M	0Victor	0VictorHL
010146EA	030146EA	MQ16Messenger	Imperial Legion Messenger	M	0TheTruth	0TheTruthHL
010148D5	030148D5	JakbenImbel	Jakben, Earl of Imbel	M	0TheTruth	0TheTruthHL
01014A27	03014A27	CGMythicDawnAssassin01	Assassin	M	0TheTruth	0TheTruthHL
01014A28	03014A28	CGMythicDawnAssassin02	Assassin	M	0Victor	0VictorHL
01014C56	03014C56	SE11Apostle01	Apostle	M	0Theo	0TheoHL
01014C59	03014C59	MS48OblivionDremoraPatroller	Dremora Scout	M	0TheTruth	0TheTruthHL
01014C73	03014C73	SE11Apostle02	Apostle	M	0TheTruth	0TheTruthHL
01014CBE	03014CBE	SE11ApostleTraitor01	Apostle	M	0Victor	0VictorHL
01014D5F	03014D5F	DremoraBossHatredKeeper01	Dremora Hatred Keeper	M	0Victor	0VictorHL
01014D61	03014D61	DremoraBossHatredKeeper02	Dremora Hatred Keeper	M	0TheTruth	0TheTruthHL
01014F16	03014F16	TG11ElvenStatue01	Ayleid Guardian	F	0Leona	0LeonaHL
01014F17	03014F17	TG11ElvenStatue02	Ayleid Guardian	M	0RedRobin	0RedRobinHL
010151FA	030151FA	Thalfin	Thalfin	F	0Laurell	0LaurellHL
010151FC	030151FC	Iver	Iver	M	0TheTruth	0TheTruthHL
010151FE	030151FE	Merete	Merete	F	0Koala	0KoalaHL
010153B9	030153B9	Tandilwe	Tandilwe	F	0Leona	0LeonaHL
01015588	03015588	SECindanwe	Cindanwe	F	0Leona	0LeonaHL
0101558C	0301558C	SEDulphumphGroUrgash	Dulphumph gro-Urgash	M	0RedRobin	0RedRobinHL
0101558D	0301558D	SEErverDevani	Erver Devani	M	0Theo	0TheoHL
0101558F	0301558F	SEHorkvirBearArmMania	Horkvir Bear-Arm	M	0Victor	0VictorHL
01015590	03015590	SEKishashi	Kishashi	F	0Koala	0KoalaHL
01015591	03015591	SEMiriliUlven	Mirili Ulven	F	0Laurell	0LaurellHL
01015592	03015592	SERanarrJo	Ranarr-Jo	M	0TheTruth	0TheTruthHL
01015594	03015594	SEBruscusDannus	Bruscus Dannus	M	0Victor	0VictorHL
01015595	03015595	SEBeelei	Beelei	F	0Laurell	0LaurellHL
01015598	03015598	SERelan	Relan	M	0TheTruth	0TheTruthHL
01015599	03015599	SERunsInCircles	Runs-in-Circles	F	0Laurell	0LaurellHL
0101559A	0301559A	SESontaire	Sontaire	F	0Leona	0LeonaHL
0101559B	0301559B	SEUshnarGroShadborgob	Ushnar gro-Shadborgob	M	0Victor	0VictorHL
0101559C	0301559C	SECaldanaMonrius	Caldana Monrius	F	0Lamb	0LambHL
0101559D	0301559D	SEDumagGraBonk	Dumag gro-Bonk	M	0TheTruth	0TheTruthHL
0101559E	0301559E	SEUnaArmina	Una Armina	F	0Koala	0KoalaHL
0101559F	0301559F	SEEaril	Earil	M	0Theo	0TheoHL
010155A0	030155A0	SEAhjazda	Ahjazda	F	0Koala	0KoalaHL
010155A1	030155A1	SESicklyBernice	Sickly Bernice	F	0Laurell	0LaurellHL
010155A2	030155A2	SEMazaddha	Ma'zaddha	M	0Victor	0VictorHL
010155A3	030155A3	SEHirrusClutumnus	Hirrus Clutumnus	M	0Theo	0TheoHL
010155A4	030155A4	SEBrithaur	Brithaur	M	0RedRobin	0RedRobinHL
01015662	03015662	SEKnightOfOrderRespawn	Knight of Order	M	0Victor	0VictorHL
0101584C	0301584C	TestJoelPawn01	Pawn One	M	0Theo	0TheoHL
01015867	03015867	SEAtrabhiDementia	Atrabhi	F	0Leona	0LeonaHL
010158A0	030158A0	SEOrderPriest3	Priest of Order	M	0TheTruth	0TheTruthHL
010158A1	030158A1	SEOrderPriest4	Priest of Order	M	0Victor	0VictorHL
010158A2	030158A2	SEOrderPriest5	Priest of Order	M	0Victor	0VictorHL
01015D7F	03015D7F	BeggarAnvilPennilessOlvus	Penniless Olvus	M	0TheTruth	0TheTruthHL
01015D80	03015D80	BeggarBravilWretchedAia	Wretched Aia	F	0Leona	0LeonaHL
01015D81	03015D81	BeggarBravilCosmusTheCheat	Cosmus the Cheat	M	0RedRobin	0RedRobinHL
01015D82	03015D82	BeggarAnvilImusTheDull	Imus the Dull	M	0Theo	0TheoHL
01015D83	03015D83	BeggarBrumaJorckTheOutcast	Jorck the Outcast	M	0RedRobin	0RedRobinHL
01015D84	03015D84	BeggarBrumaFetidJofnhild	Fetid Jofnhild	M	0TheTruth	0TheTruthHL
01015D85	03015D85	BeggarCheydinhalBrucciusTheOrphan	Bruccius the Orphan	M	0RedRobin	0RedRobinHL
01015D86	03015D86	BeggarCheydinhalLucklessLucina	Luckless Lucina	F	0Leona	0LeonaHL
01015D87	03015D87	BeggarChorrolLazyKaslowyn	Lazy Kaslowyn	M	0TheTruth	0TheTruthHL
01015D88	03015D88	BeggarChorrolNermusTheMooch	Nermus the Mooch	M	0RedRobin	0RedRobinHL
01015D89	03015D89	BeggarLeyawiinDeehTheScalawag	Deeh the Scalawag	M	0RedRobin	0RedRobinHL
01015D8A	03015D8A	BeggarLeyawiinRancidRadirsha	Rancid Ra'dirsha	F	0Leona	0LeonaHL
01015D8B	03015D8B	BeggarSkingradFoulFagus	Foul Fagus	M	0TheTruth	0TheTruthHL
01015D8C	03015D8C	BeggarSkingradNigidiusTheNeedy	Nigidius the Needy	M	0Victor	0VictorHL
01015E9A	03015E9A	OgierGeorick	Ogier Georick	M	0Theo	0TheoHL
01015E9B	03015E9B	Phintias	Phintias	M	0Theo	0TheoHL
01015E9C	03015E9C	Rindir	Rindir	M	0TheTruth	0TheTruthHL
01015E9D	03015E9D	EdgarVautrine	Edgar Vautrine	M	0TheTruth	0TheTruthHL
01015E9E	03015E9E	Thoronir	Thoronir	M	0TheTruth	0TheTruthHL
01015E9F	03015E9F	ViatorAccius	Viator Accius	M	0Theo	0TheoHL
01015EA0	03015EA0	HamlofRedTooth	Hamlof Red-Tooth	M	0TheTruth	0TheTruthHL
01015EA1	03015EA1	RisFralmoton	Ris Fralmoton	M	0Theo	0TheoHL
01015EA2	03015EA2	DelosFandas	Delos Fandas	M	0Victor	0VictorHL
01015EA3	03015EA3	Gelephor	Gelephor	M	0RedRobin	0RedRobinHL
01015EA4	03015EA4	Jensine	Jensine	F	0Leona	0LeonaHL
01015EA5	03015EA5	TertullianVerus	Tertullian Verus	M	0TheTruth	0TheTruthHL
01015EA6	03015EA6	SergiusVerus	Sergius Verus	M	0Victor	0VictorHL
01015EA7	03015EA7	CiceroVerus	Cicero Verus	M	0Theo	0TheoHL
01015EA8	03015EA8	Palonirya	Palonirya	F	0Lamb	0LambHL
01015EA9	03015EA9	Calindil	Calindil	M	0RedRobin	0RedRobinHL
01015EAA	03015EAA	UrbulgroOrkulg	Urbul gro-Orkulg	M	0TheTruth	0TheTruthHL
01015EAB	03015EAB	ClaudettePerrick	Claudette Perrick	F	0Lenore	0LenoreHL
01015EAC	03015EAC	MaroRufus	Maro Rufus	M	0RedRobin	0RedRobinHL
01015EAD	03015EAD	Varnado	Varnado	M	0Victor	0VictorHL
01015EAE	03015EAE	VelusHosidius	Velus Hosidius	M	0Victor	0VictorHL
01016053	03016053	LeyMarillin	Ley Marillin	M	0Theo	0TheoHL
01016054	03016054	PistaMarillin	Pista Marillin	F	0Lamb	0LambHL
01016055	03016055	InielSintav	Iniel Sintav	M	0Victor	0VictorHL
01016056	03016056	DulgroShug	Dul gro-Shug	M	0Victor	0VictorHL
01016057	03016057	AdrianDecanius	Adrian Decanius	M	0Theo	0TheoHL
01016058	03016058	IreneMetrick	Irene Metrick	F	0Lenore	0LenoreHL
01016059	03016059	CyroninSintav	Cyronin Sintav	M	0Theo	0TheoHL
0101605A	0301605A	CarmanaSintav	Carmana Sintav	F	0Lamb	0LambHL
0101605B	0301605B	Winson	Winson	M	0TheTruth	0TheTruthHL
0101605C	0301605C	DovynAren	Dovyn Aren	M	0Victor	0VictorHL
0101605D	0301605D	IdaVlinorman	Ida Vlinorman	F	0Lamb	0LambHL
0101605E	0301605E	MarinusCatiotus	Marinus Catiotus	M	0RedRobin	0RedRobinHL
0101605F	0301605F	Othrelos	Othrelos	M	0Victor	0VictorHL
01016060	03016060	Mandil	Mandil	F	0Laurell	0LaurellHL
01016061	03016061	TertiusFavonius	Tertius Favonius	M	0Theo	0TheoHL
01016062	03016062	RomanaFaleria	Romana Faleria	F	0Lamb	0LambHL
01016063	03016063	ElisaPierrane	Elisa Pierrane	F	0Leona	0LeonaHL
01016064	03016064	KastusSintav	Kastus Sintav	M	0Victor	0VictorHL
01016065	03016065	BeranSintav	Beran Sintav	M	0Victor	0VictorHL
01016066	03016066	VontanSintav	Vontan Sintav	M	0RedRobin	0RedRobinHL
01016067	03016067	JastiaSintav	Jastia Sintav	F	0Koala	0KoalaHL
01016068	03016068	JenaSintav	Jena Sintav	F	0Lamb	0LambHL
0101623A	0301623A	RodericPierrane	Roderic Pierrane	M	0Victor	0VictorHL
0101624C	0301624C	TheranisDeadBody	Theranis	M	0RedRobin	0RedRobinHL
0101632B	0301632B	ICTalosGuardPatrolDay01	Imperial Watch	M	0Theo	0TheoHL
0101632C	0301632C	ICTalosGuardPatrolDay02	Imperial Watch	M	0TheTruth	0TheTruthHL
0101632D	0301632D	ICTalosGuardPostDay05	Imperial Watch	M	0RedRobin	0RedRobinHL
0101632E	0301632E	ICTalosGuardPostDay04	Imperial Watch	M	0RedRobin	0RedRobinHL
0101632F	0301632F	ICTalosGuardPatrolNight01	Imperial Watch	M	0Theo	0TheoHL
01016330	03016330	ICTalosGuardPatrolNight02	Imperial Watch	M	0Victor	0VictorHL
01016331	03016331	ICTalosGuardPostNight05	Imperial Watch	M	0Victor	0VictorHL
01016332	03016332	ICTalosGuardPostNight04	Imperial Watch	M	0Theo	0TheoHL
01016333	03016333	ICTalosGuardPostDay01	Imperial Watch	M	0Theo	0TheoHL
01016334	03016334	ICTalosGuardPostDay02	Imperial Watch	M	0RedRobin	0RedRobinHL
01016335	03016335	ICTalosGuardPostDay03	Imperial Watch	M	0Victor	0VictorHL
01016336	03016336	ICTalosGuardPostNight01	Imperial Watch	M	0TheTruth	0TheTruthHL
01016337	03016337	ICTalosGuardPostNight02	Imperial Watch	M	0RedRobin	0RedRobinHL
01016338	03016338	ICTalosGuardPostNight03	Imperial Watch	M	0Theo	0TheoHL
0101633B	0301633B	ICElvenGuardPostDay01	Imperial Watch	M	0RedRobin	0RedRobinHL
0101633C	0301633C	ICElvenGuardPostDay02	Imperial Watch	M	0Victor	0VictorHL
0101633D	0301633D	ICElvenGuardPostDay03	Imperial Watch	M	0TheTruth	0TheTruthHL
0101633E	0301633E	ICElvenGuardPostNight01	Imperial Watch	M	0Victor	0VictorHL
0101633F	0301633F	ICElvenGuardPostNight02	Imperial Watch	M	0Theo	0TheoHL
01016340	03016340	ICElvenGuardPostNight03	Imperial Watch	M	0Victor	0VictorHL
01016341	03016341	ICElvenGuardPatrolDay01	Imperial Watch	M	0RedRobin	0RedRobinHL
01016342	03016342	ICElvenGuardPatrolNight01	Imperial Watch	M	0TheTruth	0TheTruthHL
01016343	03016343	ICElvenGuardPatrolDay02	Imperial Watch	M	0Theo	0TheoHL
01016344	03016344	ICElvenGuardPatrolNight02	Imperial Watch	M	0TheTruth	0TheTruthHL
01016345	03016345	ICElvenGuardPatrolDay03	Imperial Watch	M	0TheTruth	0TheTruthHL
01016346	03016346	ICElvenGuardPatrolNight03	Imperial Watch	M	0TheTruth	0TheTruthHL
01016347	03016347	ICElvenGuardPatrolDay04	Imperial Watch	M	0Victor	0VictorHL
01016348	03016348	ICElvenGuardPatrolNight04	Imperial Watch	M	0Victor	0VictorHL
01016349	03016349	ICElvenGuardPatrolDay05	Imperial Watch	M	0Victor	0VictorHL
0101634A	0301634A	ICElvenGuardPatrolNight05	Imperial Watch	M	0TheTruth	0TheTruthHL
01016483	03016483	BolorSavel	Bolor Savel	M	0RedRobin	0RedRobinHL
01016487	03016487	Mannimarco	Mannimarco	M	0Victor	0VictorHL
010164BF	030164BF	SE10Saint	Golden Saint Messenger	F	0Koala	0KoalaHL
010164C1	030164C1	SE10Seducer	Dark Seducer Messenger	M	0RedRobin	0RedRobinHL
01016569	03016569	SEHorkvirBearArmDementia	Horkvir Bear-Arm	M	0Victor	0VictorHL
010165ED	030165ED	BeggarICWaterfrontAncus	Puny Ancus	M	0Victor	0VictorHL
01016819	03016819	SEIssmi	Issmi	F	0Lenore	0LenoreHL
0101681B	0301681B	SEAdeo	Adeo	F	0Lamb	0LambHL
01016B75	03016B75	SE11Rakheran	Ra'kheran	M	0Theo	0TheoHL
01016B8E	03016B8E	SEStaada	Staada	F	0Lenore	0LenoreHL
01016FC1	03016FC1	SE12OrderPriestMania1	Priest of Order	M	0TheTruth	0TheTruthHL
0101705F	0301705F	SE08c1PriestNPCunique	Priest of Order	M	0RedRobin	0RedRobinHL
01017060	03017060	TestJoelPawnKnight01	Pawn One	M	0RedRobin	0RedRobinHL
01017061	03017061	TestJoelKnight02	Pawn One	M	0RedRobin	0RedRobinHL
01017062	03017062	TestJoelPawnKnight03	Pawn One	M	0Victor	0VictorHL
0101719A	0301719A	SE08KnightBasicPackage	Knight of Order	M	0Theo	0TheoHL
010171C0	030171C0	SE12OrderPriestMania3	Priest of Order	F	0Lenore	0LenoreHL
010171C1	030171C1	SE12OrderPriestDementia1	Priest of Order	M	0Theo	0TheoHL
010171C2	030171C2	SE12OrderPriestDementia2	Priest of Order	M	0TheTruth	0TheTruthHL
010171C4	030171C4	SE12OrderPriestDementia3	Priest of Order	F	0Koala	0KoalaHL
010171C5	030171C5	SE12OrderPriestMania2	Priest of Order	M	0TheTruth	0TheTruthHL
010171DE	030171DE	SE08c1Priest02	Priest of Order	M	0Theo	0TheoHL
0101723C	0301723C	SE07ADarkSeducerEliteBodyguard	Dark Seducer Royal Guard	F	0Lamb	0LambHL
01017432	03017432	SE08GoldenSaintDeadFemale	Golden Saint	F	0Koala	0KoalaHL
01017433	03017433	SE08DarkSeducerGrakendoUdico	Grakendo Udico	F	0Lamb	0LambHL
01017434	03017434	SE08DarkSeducer01	Dark Seducer Soldier	M	0RedRobin	0RedRobinHL
01017435	03017435	SE08DarkSeducer02	Dark Seducer Soldier	M	0Victor	0VictorHL
01017436	03017436	SE08DarkSeducer03	Dark Seducer Soldier	M	0Theo	0TheoHL
01017437	03017437	SE08DarkSeducer04	Dark Seducer Soldier	M	0Theo	0TheoHL
01017438	03017438	SE08DarkSeducerDeadFemale	Dark Seducer	F	0Lamb	0LambHL
01017439	03017439	SE08GoldenSaintAurigDesha	Aurig Desha	F	0Lenore	0LenoreHL
0101743C	0301743C	SE08GoldenSaint01	Golden Saint Soldier	M	0Victor	0VictorHL
0101743D	0301743D	SE08GoldenSaint02	Golden Saint Soldier	M	0TheTruth	0TheTruthHL
0101743E	0301743E	SE08GoldenSaint03	Golden Saint Soldier	M	0RedRobin	0RedRobinHL
0101743F	0301743F	SE08GoldenSaint04	Golden Saint Soldier	M	0Victor	0VictorHL
0101745C	0301745C	SE10SaintWarrior1	Golden Saint Warrior	F	0Koala	0KoalaHL
0101745F	0301745F	SE10SaintWarrior2	Golden Saint Warrior	F	0Koala	0KoalaHL
0101746E	0301746E	SEDylora	Dylora	F	0Koala	0KoalaHL
01017617	03017617	CGMythicDawnAssassin03	Assassin	M	0Theo	0TheoHL
01017618	03017618	CGMythicDawnAssassin05	Assassin	M	0Theo	0TheoHL
01017619	03017619	CGMythicDawnAssassin04	Assassin	M	0TheTruth	0TheTruthHL
01017620	03017620	CGMythicDawnAssassin06	Assassin	M	0RedRobin	0RedRobinHL
01017623	03017623	CGMythicDawnAssassinArcher	Assassin	M	0RedRobin	0RedRobinHL
010176DB	030176DB	CGMythicDawnAssassinGeneric	Assassin	M	0Theo	0TheoHL
0101783A	0301783A	SEJastiraNanusDementia	Jastira Nanus	F	0Lenore	0LenoreHL
0101783D	0301783D	SEJzidzoDementia	J'zidzo	M	0TheTruth	0TheTruthHL
01017854	03017854	SEUrulGoAgamphDementia	Urul gro-Agamph	M	0TheTruth	0TheTruthHL
01017C6B	03017C6B	SE08c2Patrol	Knight of Order	M	0TheTruth	0TheTruthHL
01017C82	03017C82	SE08c2PriestNPCunique	Priest of Order	M	0TheTruth	0TheTruthHL
01017CFD	03017CFD	SE10SeducerWarrior1	Dark Seducer Warrior	F	0Leona	0LeonaHL
01017D00	03017D00	SE10SeducerWarrior2	Dark Seducer Warrior	F	0Koala	0KoalaHL
0101803E	0301803E	SE08KnightWave	Knight of Order	M	0RedRobin	0RedRobinHL
01018C63	03018C63	SEKilibanNyrandil	Kiliban Nyrandil	M	0Victor	0VictorHL
01018C65	03018C65	SEGrommokgroBarak	Grommok gro-Barak	M	0TheTruth	0TheTruthHL
01018C66	03018C66	SESyndeliusGatharian	Syndelius Gatharian	M	0RedRobin	0RedRobinHL
01018C68	03018C68	SELewinTilwald	Lewin Tilwald	M	0Theo	0TheoHL
01018DBE	03018DBE	SE06GoldenSaintWarden	Chuna	F	0Lenore	0LenoreHL
01018DBF	03018DBF	SE06DarkSeducerWarden	Vika	F	0Lamb	0LambHL
01018F8F	03018F8F	SEStela	Stela	F	0Leona	0LeonaHL
01018FD8	03018FD8	SE02OrcAdventurer4	Adventurer	M	0Theo	0TheoHL
01018FD9	03018FD9	SE02OrcAdventurer3	Adventurer	M	0RedRobin	0RedRobinHL
01018FDA	03018FDA	SE02OrcAdventurer2	Adventurer	F	0Lamb	0LambHL
01018FDB	03018FDB	SE02OrcAdventurer1	Adventurer	M	0Victor	0VictorHL
0101951C	0301951C	SE06DarkSeducerMissileHoldPosition02	Dark Seducer	F	0Lenore	0LenoreHL
01019848	03019848	SE03KnightofOrderTemplate	Knight of Order	M	0RedRobin	0RedRobinHL
01019CE0	03019CE0	TestJoelSE09Spook	Spook	M	0TheTruth	0TheTruthHL
01019D74	03019D74	SE12OrderPriestGeneric1	Priest of Order	M	0Victor	0VictorHL
0101A116	0301A116	SESfara	S'fara	F	0Lamb	0LambHL
0101A117	0301A117	SEBelmyneDreleth	Belmyne Dreleth	M	0TheTruth	0TheTruthHL
0101A13C	0301A13C	SE06DarkSeducerMeleeHoldPosition	Dark Seducer	F	0Lamb	0LambHL
0101A13D	0301A13D	SE06DarkSeducerMeleeRedeploy01	Dark Seducer	F	0Lamb	0LambHL
0101A13E	0301A13E	SE06DarkSeducerMissileRedeploy01	Dark Seducer	F	0Laurell	0LaurellHL
0101A165	0301A165	SE06DarkSeducerUlfriBodyguard01	Dark Seducer	F	0Lamb	0LambHL
0101A1B1	0301A1B1	SE06DarkSeducerMissileRedeploy02	Dark Seducer	F	0Lenore	0LenoreHL
0101A1B2	0301A1B2	SE06DarkSeducerMissileRedeploy03	Dark Seducer	F	0Koala	0KoalaHL
0101A388	0301A388	SE11ApostleTraitor02	Apostle	M	0TheTruth	0TheTruthHL
0101A3AA	0301A3AA	SE32Fanatic5	Ghost Fanatic	M	0RedRobin	0RedRobinHL
0101A763	0301A763	SE32Fanatic8	Ghost Fanatic	M	0Victor	0VictorHL
0101A764	0301A764	SE32Defender1	Vitharn Ghost Soldier	M	0Victor	0VictorHL
0101A765	0301A765	SE32Defender2	Vitharn Ghost Soldier	M	0Theo	0TheoHL
0101A766	0301A766	SE32Defender3	Vitharn Ghost Soldier	M	0Theo	0TheoHL
