SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	RACE	SEX	TINI	TINC	TINV	QNAM_WAS	QNAM_NOW	MAX_DELTA_255
01052838	03052838	SEHeretic5HighElfFemale	Transformed Heretic	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01052837	03052837	SEHeretic5BretonMale	Transformed Heretic	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01052836	03052836	SEHeretic4BretonMale	Heretic Warpriest	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01052835	03052835	SEHeretic4BretonFemale	Heretic Warpriest	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01052834	03052834	SEHeretic4HighElfFemale	Heretic Warpriest	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01052833	03052833	SEHeretic3HighElfMale	Heretic Crusader Witch	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01052832	03052832	SEHeretic3HighElfFemale	Heretic Crusader	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01052831	03052831	SEHeretic2HighElfMale	Heretic Soldier	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01052830	03052830	SEHeretic2HighElfFemale	Heretic Soldier	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0105282F	0305282F	SEHeretic1HighElfMale	Heretic Novitiate	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0105282E	0305282E	SEHeretic1HighElfFemale	Heretic Novitiate	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01052449	03052449	TestJuan	Bruce	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01050C8F	03050C8F	SE32genericDefenderMissile03	Vitharn Ghost Archer	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01050C8E	03050C8E	SE32genericDefenderMissile02	Vitharn Ghost Archer	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01050C8D	03050C8D	SE32genericDefenderMissile01	Vitharn Ghost Archer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01050C8B	03050C8B	SE32GenericFanaticMissile03	Ghost Fanatic Archer	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01050C8A	03050C8A	SE32GenericFanaticMissile02	Ghost Fanatic Archer	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01050C89	03050C89	SE32GenericFanaticMissile01	Ghost Fanatic Archer	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01050C88	03050C88	SE32genericDefender03	Vitharn Ghost Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01050C87	03050C87	SE32genericDefender02	Vitharn Ghost Soldier	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01050C86	03050C86	SE32GenericFanatic03	Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01050C85	03050C85	SE32GenericFanatic02	Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0104DAF7	0304DAF7	SE05SummonedSeducer4	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0104DAF3	0304DAF3	SE05SummonedSeducer3	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0104DAEE	0304DAEE	SE05SummonedSeducer2	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0104D7D0	0304D7D0	SERottenPatrol06TEMPLATE	Zealot Neophyte	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104D54F	0304D54F	SERottenPatrol05bTEMPLATE	Zealot Neophyte	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104D52D	0304D52D	SERottenPatrol05aTEMPLATE	Zealot Neophyte	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104BD31	0304BD31	SE14Healer1	Court Healer	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0104BA28	0304BA28	SERottenDenZealotBoss1TEMPLATE	Zealot Neophyte	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104BA06	0304BA06	SERottenPatrol02TEMPLATE	Zealot Neophyte	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104B9FE	0304B9FE	SERottenPatrol01TEMPLATE	Ascended Zealot	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104A871	0304A871	SEDarkSeducerGuardPalacePatrol1	Dark Seducer Guard	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0104A86F	0304A86F	SEGoldenSaintGuardPalacePatrol1	Golden Saint Guard	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0104A866	0304A866	SE13GoldenSaintDead	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
010471C2	030471C2	SE10Brellach04aTemplate	Knight of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104683B	0304683B	SE14VoiceofSheogorath	Voice	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01046836	03046836	SE14DSFemaleMelee	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01046830	03046830	SE14GSFemaleMelee	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
010467CE	030467CE	SEDarkSeducerGuardPatrolNight	Dark Seducer Guard	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
010467A3	030467A3	SEGoldenSaintGuardPatrolDay	Golden Saint Guard	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
010467A0	030467A0	SEGoldenSaintGuardPatrolNight	Golden Saint Guard	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0104679F	0304679F	SEGoldenSaintGuardPatrol3	Golden Saint Guard	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0104679E	0304679E	SEDarkSeducerGuardPatrolDay	Dark Seducer Guard	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
010459C1	030459C1	SEDarkSeducerGuardWilderness1	Dark Seducer Guard	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
010459C0	030459C0	SEDarkSeducerGuardWildernessOfficer	Dark Seducer Kiskedrig	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
010459A9	030459A9	SESummonDarkSeducerFemale	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
010459A8	030459A8	SESummonGoldenSaintFemale	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
01045946	03045946	SEGoldenSaintGuardWilderness1	Golden Saint Guard	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0104593F	0304593F	SEGoldenSaintGuardWildernessOfficer	Golden Saint Aurgezel	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
010457D9	030457D9	SEGoldenSaintGuardPost	Golden Saint Guard	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
01045762	03045762	SEDarkSeducerGuardPost	Dark Seducer Guard	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0104566E	0304566E	SE09Victim03	Victim	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
01045631	03045631	SE14Dancer1	Dancer	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01045512	03045512	SE08KnightHoldPosition	Knight of Order	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01045418	03045418	TRAPVictimDarkSeducer	Dark Seducer	DarkElfRace	M	1	86,82,90	80	94,91,97	94,91,97	0
0104412A	0304412A	SE06DarkSeducerUlfriBodyguard02	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
010440FB	030440FB	SE09ExperimentCorpse02	Test Subject	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01044044	03044044	SE09ExperimentCorpse01	Test Subject	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01043F17	03043F17	SE06DarkSeducerMeleeAttackRoomA01	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01043825	03043825	SE09Victim02	Victim	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01043824	03043824	SE09Victim01	Victim	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01042FED	03042FED	SE05SeducerEscort	Dark Seducer	DarkElfRace	M	1	86,82,90	80	94,91,97	94,91,97	0
01041D90	03041D90	SEYngvar	Yngvar Doom-Sayer	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01041713	03041713	SEDarkSeducerMaleMelee	Dark Seducer	DarkElfRace	M	1	86,82,90	80	94,91,97	94,91,97	0
01041712	03041712	SEGoldenSaintMaleMelee	Golden Saint	HighElfRace	M	1	173,119,51	80	163,120,66	163,120,66	0
01041512	03041512	SEGoldenSaintFemaleMage	Golden Saint Mage	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
01041511	03041511	SEDarkSeducerFemaleMage	Dark Seducer Mage	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01041510	03041510	SEGoldenSaintFemaleBoss	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0104150F	0304150F	SEDarkSeducerFemaleBoss	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0104136D	0304136D	SE08GoldenSaintDeadMale	Golden Saint	HighElfRace	M	1	173,119,51	80	163,120,66	163,120,66	0
0104136C	0304136C	SE08DarkSeducerDeadMale	Dark Seducer	DarkElfRace	M	1	86,82,90	80	94,91,97	94,91,97	0
01041281	03041281	SEHereticBoss5BretonMale	Transformed Heretic	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01041280	03041280	SEHereticBoss4BretonMale	Heretic Warpriest	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104127F	0304127F	SEHereticBoss3BretonMale	Heretic Crusader	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104127E	0304127E	SEHereticBoss2BretonMale	Heretic Soldier	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104127D	0304127D	SEHereticBoss1BretonMale	Heretic Novitiate	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104127A	0304127A	SEHeretic3BretonMale	Heretic Crusader Witch	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01041279	03041279	SEHeretic2BretonMale	Heretic Soldier	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01041278	03041278	SEHeretic1BretonMale	Heretic Novitiate	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01041277	03041277	SEHeretic5BretonFemale	Transformed Heretic	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01041276	03041276	SEHeretic4HighElfMale	Heretic Warpriest	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01041275	03041275	SEHeretic3BretonFemale	Heretic Crusader	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01041274	03041274	SEHeretic2BretonFemale	Heretic Soldier	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01041273	03041273	SEHeretic1BretonFemale	Heretic Novitiate	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010411F3	030411F3	SEThaedil	Thaedil	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0104119D	0304119D	SEZealot5HighElfFemale	Ascended Zealot	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104119C	0304119C	SEZealot4HighElfFemale	Zealot Matriarch	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104119B	0304119B	SEZealot3HighElfFemale	Zealot Prosleytizer	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104119A	0304119A	SEZealot2HighElfFemale	Zealot Missionary	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01041199	03041199	SEZealot1HighElfFemale	Zealot Neophyte	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01041198	03041198	SEZealot5HighElfMale	Ascended Zealot	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01041197	03041197	SEZealot4HighElfMale	Zealot Patriarch	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01041196	03041196	SEZealot3HighElfMale	Zealot Prosleytizer	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01041195	03041195	SEZealot2HighElfMale	Zealot Missionary	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01041194	03041194	SEZealot1HighElfMale	Zealot Neophyte	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01041193	03041193	SEZealotBoss5BretonFemale	Ascended Zealot	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01041192	03041192	SEZealotBoss4HighElfFemale	Zealot Matriarch	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01041191	03041191	SEZealotBoss3BretonFemale	Zealot Proselytizer	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01041190	03041190	SEZealotBoss2HighElfFemale	Zealot Missionary	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104118F	0304118F	SEZealotBoss1HighElfFemale	Zealot Neophyte	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0103DBBC	0303DBBC	SE32genericDefender01	Vitharn Ghost Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103DBAA	0303DBAA	SE32GenericFanatic01	Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0101D9D8	0301D9D8	SE08XeddefenNPC04	Refugee	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0101D9D7	0301D9D7	SE08XeddefenNPC03	Refugee	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0101D9D6	0301D9D6	SE08XeddefenNPC02	Refugee	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0101D9D5	0301D9D5	SE08XeddefenNPC01	Refugee	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101D9D4	0301D9D4	SE08XeddefenNPC05	Refugee	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101B658	0301B658	SE10SeducerWarriorDead1	Dark Seducer Warrior	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101B5B6	0301B5B6	SE10KnightTemplate	Knight of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101B038	0301B038	SE10SaintWarriorDead1	Golden Saint Warrior	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101ACC5	0301ACC5	SE13GoldenSaintGeneric2	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101AC94	0301AC94	SE13DarkSeducerGeneric2	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101AC91	0301AC91	SE13GoldenSaintPlayer	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101AC90	0301AC90	SE13GoldenSaintGenericOfficer	Golden Saint Auredel	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101AC8F	0301AC8F	SE13DarkSeducerGenericOfficer	Dark Seducer Grakedrig	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101AC8E	0301AC8E	SE13GoldenSaintGeneric1	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101AC8D	0301AC8D	SE13DarkSeducerGeneric1	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101AC8C	0301AC8C	SE13DarkSeducerPlayer	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101A7ED	0301A7ED	SE13KnightOfOrderRespawn	Knight of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101A7A7	0301A7A7	SE13GoldenSaintPalace	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101A7A3	0301A7A3	SE13DarkSeducerPalace	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101A795	0301A795	SE13GoldenSaintMessenger	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101A792	0301A792	SE13DarkSeducerMessenger	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101A790	0301A790	SE13GoldenSaintCaptain	Aurmazl Zudeh	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101A78E	0301A78E	SE13DarkSeducerCaptain	Autkendo Jansa	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101A769	0301A769	SE32Fanatic7	Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0101A768	0301A768	SE32Fanatic6	Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0101A767	0301A767	SE32Defender4	Vitharn Ghost Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101A766	0301A766	SE32Defender3	Vitharn Ghost Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101A765	0301A765	SE32Defender2	Vitharn Ghost Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101A764	0301A764	SE32Defender1	Vitharn Ghost Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101A763	0301A763	SE32Fanatic8	Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0101A3AA	0301A3AA	SE32Fanatic5	Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0101A388	0301A388	SE11ApostleTraitor02	Apostle	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0101A1B2	0301A1B2	SE06DarkSeducerMissileRedeploy03	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101A1B1	0301A1B1	SE06DarkSeducerMissileRedeploy02	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101A165	0301A165	SE06DarkSeducerUlfriBodyguard01	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101A13E	0301A13E	SE06DarkSeducerMissileRedeploy01	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101A13D	0301A13D	SE06DarkSeducerMeleeRedeploy01	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101A13C	0301A13C	SE06DarkSeducerMeleeHoldPosition	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101A117	0301A117	SEBelmyneDreleth	Belmyne Dreleth	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0101A116	0301A116	SESfara	S'fara	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
01019D74	03019D74	SE12OrderPriestGeneric1	Priest of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01019CE0	03019CE0	TestJoelSE09Spook	Spook	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01019848	03019848	SE03KnightofOrderTemplate	Knight of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101951C	0301951C	SE06DarkSeducerMissileHoldPosition02	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01018FDB	03018FDB	SE02OrcAdventurer1	Adventurer	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01018FDA	03018FDA	SE02OrcAdventurer2	Adventurer	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01018FD9	03018FD9	SE02OrcAdventurer3	Adventurer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01018FD8	03018FD8	SE02OrcAdventurer4	Adventurer	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
01018F8F	03018F8F	SEStela	Stela	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01018DBF	03018DBF	SE06DarkSeducerWarden	Vika	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01018DBE	03018DBE	SE06GoldenSaintWarden	Chuna	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
01018C68	03018C68	SELewinTilwald	Lewin Tilwald	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01018C66	03018C66	SESyndeliusGatharian	Syndelius Gatharian	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01018C65	03018C65	SEGrommokgroBarak	Grommok gro-Barak	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
01018C63	03018C63	SEKilibanNyrandil	Kiliban Nyrandil	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0101803E	0301803E	SE08KnightWave	Knight of Order	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01017D00	03017D00	SE10SeducerWarrior2	Dark Seducer Warrior	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01017CFD	03017CFD	SE10SeducerWarrior1	Dark Seducer Warrior	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01017C82	03017C82	SE08c2PriestNPCunique	Priest of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01017C6B	03017C6B	SE08c2Patrol	Knight of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01017854	03017854	SEUrulGoAgamphDementia	Urul gro-Agamph	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0101783D	0301783D	SEJzidzoDementia	J'zidzo	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0101783A	0301783A	SEJastiraNanusDementia	Jastira Nanus	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0101746E	0301746E	SEDylora	Dylora	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101745F	0301745F	SE10SaintWarrior2	Golden Saint Warrior	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101745C	0301745C	SE10SaintWarrior1	Golden Saint Warrior	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101743F	0301743F	SE08GoldenSaint04	Golden Saint Soldier	HighElfRace	M	1	173,119,51	80	163,120,66	163,120,66	0
0101743E	0301743E	SE08GoldenSaint03	Golden Saint Soldier	HighElfRace	M	1	173,119,51	80	163,120,66	163,120,66	0
0101743D	0301743D	SE08GoldenSaint02	Golden Saint Soldier	HighElfRace	M	1	173,119,51	80	163,120,66	163,120,66	0
0101743C	0301743C	SE08GoldenSaint01	Golden Saint Soldier	HighElfRace	M	1	173,119,51	80	163,120,66	163,120,66	0
01017439	03017439	SE08GoldenSaintAurigDesha	Aurig Desha	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
01017438	03017438	SE08DarkSeducerDeadFemale	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01017437	03017437	SE08DarkSeducer04	Dark Seducer Soldier	DarkElfRace	M	1	86,82,90	80	94,91,97	94,91,97	0
01017436	03017436	SE08DarkSeducer03	Dark Seducer Soldier	DarkElfRace	M	1	86,82,90	80	94,91,97	94,91,97	0
01017435	03017435	SE08DarkSeducer02	Dark Seducer Soldier	DarkElfRace	M	1	86,82,90	80	94,91,97	94,91,97	0
01017434	03017434	SE08DarkSeducer01	Dark Seducer Soldier	DarkElfRace	M	1	86,82,90	80	94,91,97	94,91,97	0
01017433	03017433	SE08DarkSeducerGrakendoUdico	Grakendo Udico	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01017432	03017432	SE08GoldenSaintDeadFemale	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
0101723C	0301723C	SE07ADarkSeducerEliteBodyguard	Dark Seducer Royal Guard	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
010171DE	030171DE	SE08c1Priest02	Priest of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010171C5	030171C5	SE12OrderPriestMania2	Priest of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010171C4	030171C4	SE12OrderPriestDementia3	Priest of Order	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
010171C2	030171C2	SE12OrderPriestDementia2	Priest of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010171C1	030171C1	SE12OrderPriestDementia1	Priest of Order	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
010171C0	030171C0	SE12OrderPriestMania3	Priest of Order	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0101719A	0301719A	SE08KnightBasicPackage	Knight of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01017062	03017062	TestJoelPawnKnight03	Pawn One	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01017061	03017061	TestJoelKnight02	Pawn One	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01017060	03017060	TestJoelPawnKnight01	Pawn One	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0101705F	0301705F	SE08c1PriestNPCunique	Priest of Order	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01016FC1	03016FC1	SE12OrderPriestMania1	Priest of Order	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01016B8E	03016B8E	SEStaada	Staada	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
01016B75	03016B75	SE11Rakheran	Ra'kheran	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0101681B	0301681B	SEAdeo	Adeo	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01016819	03016819	SEIssmi	Issmi	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
01016569	03016569	SEHorkvirBearArmDementia	Horkvir Bear-Arm	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010164C1	030164C1	SE10Seducer	Dark Seducer Messenger	DarkElfRace	M	1	86,82,90	80	94,91,97	94,91,97	0
010164BF	030164BF	SE10Saint	Golden Saint Messenger	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
010158A2	030158A2	SEOrderPriest5	Priest of Order	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
010158A1	030158A1	SEOrderPriest4	Priest of Order	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010158A0	030158A0	SEOrderPriest3	Priest of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
